station_code,station_name,city,state,zone,latitude,longitude,active
BDHY,BUDHI,Kathua,Jammu and Kashmir,NR,32.440429,75.432931,true
BDI,BHADLI,BHADLI,Unknown,Unknown,21.0236632507,75.672912326,true
BDIN,BHADAIYAN,BHADAIYAN,Unknown,Unknown,26.171113000000002,82.169148,true
BDJ,VADAKARA,Calicut,Kerala,SR,11.593321399999999,75.5869409,true
BDKN,BANDHUA KALAN,BANDHUA KALAN,Unknown,Unknown,26.271965,81.99539200000001,true
BDL,VINDHYACHAL,VINDHYACHAL,Unknown,Unknown,25.160771699999998,82.5020212,true
BDM,BADAMI,Bagalkot,Karnataka,SWR,15.958918,75.6767002,true
BDMJ,BHODWAL MAJRI,BHODWAL MAJRI,Unknown,Unknown,29.1852092,77.0082364,true
BDN,BHADAN,BHADAN,Unknown,Unknown,26.9793918,78.73749459999999,true
BDNP,BIDANPUR,BIDANPUR,Unknown,Unknown,25.585017,81.44201699999999,true
BDPA,Badalpur Ph,State Highway 4,West Bengal,?,21.710487,87.616227,true
BDPG,BADA PADAGAON,BADA PADAGAON,Unknown,Unknown,20.570588309999998,85.87382799,true
BDPK,BURHAPANKA,BURHAPANKA,Unknown,Unknown,20.853156679999998,85.25582286000001,true
BDPL,BANDARUPALLE,BANDARUPALLE,Unknown,Unknown,16.3655265,80.36280020000001,true
BDQ,BUDORA,BUDORA,Unknown,Unknown,23.7785572386,86.23544766479999,true
BDT,BORDUBI ROAD,Madhubon to Naoholia Rd,Assam,NFR,27.399181,95.314595,true
BDTS,MUMBAI BANDRA TERMINUS,Mumbai,Maharashtra,WR,19.0549,72.8405,true
BDVL,BUDVEL,BUDVEL,Unknown,Unknown,17.3093773,78.4245182,true
BDWA,BADHWA BARA,BADHWA BARA,Unknown,Unknown,23.2939334,81.28636818000001,true
BDWD,BODWAD,BODWAD,Unknown,Unknown,20.9035827,76.017046,true
BDWS,BADARWAS,Badarwas,Madhya Pradesh,WCR,24.983339819999998,77.56182792,true
BDXT,BASAI DHANKOT,Gurgaon,Haryana,NR,28.464735,76.983187,true
BDY,BUDDIREDDIPPATI,BUDDIREDDIPPATI,Unknown,Unknown,12.044658609999999,78.3127518,true
BE,BAREILLY,BAREILLY,Unknown,Unknown,28.337154299999998,79.4108444,true
BEA,BIHIYA,BIHIYA,Unknown,Unknown,25.558893,84.448984,true
BEAS,BEAS,BEAS,Unknown,Unknown,31.5193738,75.2908085,true
BEF,BHUPDEOPUR,BHUPDEOPUR,Unknown,Unknown,21.975035039999998,83.25998102000001,true
BEG,BEHTAGOKUL,BEHTAGOKUL,Unknown,Unknown,27.530433600000002,80.054854,true
BEH,BAGDIHI,BAGDIHI,Unknown,Unknown,21.951046,84.18631,true
BEHT,BIHAT HALT,BIHAT HALT,Unknown,Unknown,25.4497699558,86.0334555469,true
BEK,BUNDKI,BUNDKI,Unknown,Unknown,29.522577000000002,78.3932854,true
BELA,Bela,Gaya,Bihar,ECR,24.97843,84.981353,true
BELD,BELKHERA,State Highway 22,Madhya Pradesh,WCR,22.981891,79.299879,true
BEML,BEML Nagar,KGF,Karnataka,SWR,12.9786413,78.24197815000001,true
BENL,BENL,Dam Inspection Rd,Karnataka,SWR,16.384407,75.882249,true
BEO,BIROHE,BIROHE,Unknown,Unknown,25.173789,82.449749,true
BEP,BHEERPUR,BHEERPUR,Unknown,Unknown,25.265024,81.98924,true
BEQ,BELUR,BELUR,Unknown,Unknown,22.635912010000002,88.33950084,true
BER,BEAWAR,Beawar,Rajasthan,NWR,26.1089078,74.3149711,true
BERO,BERO,Purulia,West Bengal,SER,23.548271,86.72660900000001,true
BET,BARETH,BARETH,Unknown,Unknown,23.91494729,77.99967978000001,true
BEU,Bisheshwarganj,Bisheshwarganj,Uttar Pradesh,NER,27.341282,81.833817,true
BEW,BETAVAD,BETAVAD,Unknown,Unknown,21.149244,74.886199,true
BFD,BORHAT,Nahar Rd,Assam,NFR,27.164263,95.277512,true
BFM,BHALUI,BHALUI,Unknown,Unknown,25.0732160325,86.172874585,true
BFP,BILOCHPURA AGRA,BILOCHPURA AGRA,Unknown,Unknown,27.202619000000002,77.987169,true
BFQ,BENDI,BENDI,Unknown,Unknown,23.763612000000002,84.416974,true
BFR,BEKAL FORT,Pallikere,Kerala,SR,12.385524,75.04278599999999,true
BFW,BYATRAYANHALLI,BYATRAYANHALLI,Unknown,Unknown,13.002039739999999,77.98850762000001,true
BFY,BHESANA,Marwar,Rajasthan,NWR,25.82438,73.7180903,true
BFZ,BHANDARTIKURI,State Highway 6,West Bengal,ER,23.43319157,88.32981731,true
BG,BHONGIR,BHONGIR,Unknown,Unknown,17.524696,78.89847,true
BGA,BAGALIA,Purulia,West Bengal,SER,23.44693617,86.51904643,true
BGAE,BALAGARH,Balagarh,West Bengal,ER,23.1215453,88.4525522,true
BGAN,Bangain,Bangain,Uttar Pradesh,NER,27.238993,81.90592400000001,true
BGBR,BAGBAHRA,BAGBAHRA,Unknown,Unknown,21.0462946,82.3841486,true
BGDS,BHAGWANPUR DESU,BHAGWANPUR DESU,Unknown,Unknown,25.827009999999998,85.846025,true
BGF,BAGILA,BAGILA,Unknown,Unknown,23.16014581,88.12200441,true
BGG,BANTA RAGHUNATHGARH,Somesar,Rajasthan,NWR,25.60180707,73.52738176000001,true
BGH,BAGHAULI,BAGHAULI,Unknown,Unknown,27.228081,80.296314,true
BGHI,BAGAHAI ROAD,Baghai Road,Madhya Pradesh,WCR,24.555903,81.018663,true
BGK,BAGALKOT,Bagalkot,Karnataka,SWR,16.1787931,75.7002383,true
BGKA,BANGURKELA,BANGURKELA,Unknown,Unknown,22.3505683976,84.9552704382,true
BGKT,BHAGAT KI KOTHI,Jodhpur,Rajasthan,NWR,26.2484972,73.0133366,true
BGM,BELGAUM,Belgaum,Karnataka,SWR,15.8492433,74.5095639,true
BGMR,BAGUMRA,BAGUMRA,Unknown,Unknown,21.149694,72.996091,true
BGN,BORGAON,BORGAON,Unknown,Unknown,20.7290593,77.1796502,true
BGO,BOGRI ROAD,Bridge over Krishnanagore,West Bengal,SER,22.881747,87.325732,true
BGP,BHAGALPUR,BHAGALPUR,Unknown,Unknown,25.241909300000003,86.9767918,true
BGPL,Baghuapal,Orissa,Orissa,ECoR,21.042219,86.013166,true
BGPR,BHAGWANPURA,Somesar,Rajasthan,NWR,25.419012000000002,73.36331200000001,true
BGRA,BAGHNAPARA,Kalna-Memari Rd,West Bengal,ER,23.242082,88.329724,true
BGS,BEGU SARAI,06243-222853,Bihar,ECR,25.425296,86.134476,true
BGSF,BISUGIRSHARIF,BISUGIRSHARIF,Unknown,Unknown,18.348122,79.483604,true
BGTA,BAGRA TAWA,Bagra Tawa,Madhya Pradesh,WCR,22.6307113,77.9937073,true
BGVN,BHIGWAN,BHIGWAN,Unknown,Unknown,18.317256,74.77504200000001,true
BGW,BEGDEWADI,BEGDEWADI,Unknown,Unknown,18.701176,73.70903919999999,true
BGWD,BAGEWADI,Gokak TQ,Karnataka,SWR,16.30777084,74.75360002999999,true
BGX,BAGRI SAJJANPUR,Haripur,Rajasthan,NWR,25.916759000000003,73.821842,true
BGZ,BAHADURGARH,Bahadurgarh,Haryana,NR,28.700863000000002,76.930886,true
BH,BHARUCH JN,BHARUCH JN,Unknown,Unknown,21.706907,72.997689,true
BHA,BHANDAI,BHANDAI,Unknown,Unknown,27.06906445,77.96680748,true
BHAD,BARHAPUR HALT,BARHAPUR HALT,Unknown,Unknown,25.427352,85.86024300000001,true
BHAW,BLOCK HUT A (BHA),BLOCK HUT A (BHA),Unknown,Unknown,26.802226,80.98059500000001,true
BHBT,BLOCK HUT BASANTPUR,BLOCK HUT BASANTPUR,Unknown,Unknown,32.559965,75.059067,true
BHBV,BLOCK HUT B,BLOCK HUT B,Unknown,Unknown,25.274869,83.102203,true
BHC,BHADRAKH,BHADRAKH,Unknown,Unknown,21.091745799999998,86.5162305,true
BHCH,BLOCK CABIN CHAKKI BANK,BLOCK CABIN CHAKKI BANK,Unknown,Unknown,32.2419748422,75.651062146,true
BHCL,BAHORA CHANDIL,BAHORA CHANDIL,Unknown,Unknown,25.364918,83.489726,true
BHD,BADLI,BADLI,Unknown,Unknown,28.746799999999997,77.1377425,true
BHDH,BAHADURPUR HALT,BAHADURPUR HALT,Unknown,Unknown,27.9522550839,79.7825431824,true
BHDR,Bhadri,National Highway 24B,Uttar Pradesh,NR,25.6766583,81.56775470000001,true
BHET,BHESTAN,Surat,Gujarat,WR,21.1278829,72.8613128,true
BHGN,BHILGAON,National Highway 39,Assam,NFR,26.354394000000003,93.926117,true
BHKD,BHURKUNDA,BHURKUNDA,Unknown,Unknown,23.6375642,85.3721452,true
BHKH,BAGHOI KUSA,BAGHOI KUSA,Unknown,Unknown,24.8399006513,84.46243313289999,true
BHLA,BEHULA,Behula,West Bengal,ER,23.181967399999998,88.4287921,true
BHLP,BHULANPUR,Varanasi,Uttar Pradesh,NER,25.2878753,82.9575192,true
BHN,BHULI,BHULI,Unknown,Unknown,23.8022772592,86.39469277709999,true
BHNE,BHONE,BHONE,Unknown,Unknown,21.018946,75.22247700000001,true
BHNP,BISHANPUR HALT,BISHANPUR HALT,Unknown,Unknown,25.614900999,87.74611696720001,true
BHOI,DHANDARIKALAN BLOCK HUT,DHANDARIKALAN BLOCK HUT,Unknown,Unknown,30.894741,75.87188,true
BHP,BOLPUR SHANTINIKETAN,BOLPUR SHANTINIKETAN,Unknown,Unknown,23.657804000000002,87.698136,true
BHR,BHADRESHWAR,BHADRESHWAR,Unknown,Unknown,22.8279397,88.34153486,true
BHRL,BHAROLI JUNCTION,Bharoli,Punjab,NR,32.27104809,75.61637323000001,true
BHS,VIDISHA,VIDISHA,Unknown,Unknown,23.5222886,77.8148356,true
BHT,Bhattu,Bhattu Kalan,Haryana,NWR,29.387323,75.34013,true
BHTK,BHANWAR TONK,BHANWAR TONK,Unknown,Unknown,22.607916,81.897794,true
BHTN,BHITONI,Jabalpur,Madhya Pradesh,WCR,23.142728299999998,79.6740109,true
BHTR,BHATPAR RANI,BHATPAR RANI,Unknown,Unknown,26.3104766,84.03310139999999,true
BHU,BHANDU MOTIDAU,Mahesana,Gujarat,WR,23.709061000000002,72.38933899999999,true
BHUA,BHUA,BHUA,Unknown,Unknown,25.9455806635,79.3510848193,true
BHUJ,BHUJ,Bhuj,Gujarat,WR,23.2660225,69.6778278,true
BHW,BARHARWA JN,BARHARWA JN,Unknown,Unknown,24.857748,87.77449299999999,true
BIA,BHILAI,BHILAI,Unknown,Unknown,21.202598300000002,81.4217238,true
BIC,Bichia,Bichia,Uttar Pradesh,NER,28.1830705,81.2720808,true
BIF,BHAIRONPUR,State Highway 15,Madhya Pradesh,WCR,22.432086,77.420409,true
BIG,BELGAHNA,BELGAHNA,Unknown,Unknown,22.431085,82.032374,true
BIGH,BAGRIGRAM HALT,BAGRIGRAM HALT,Unknown,Unknown,25.391339123,86.9852379138,true
BIJR,BIJOOR,Udupi,Karnataka,KR,13.8221962,74.6420535,true
BIK,BHIRA KHERI,Lakhimpur Kheri,Uttar Pradesh,NER,28.334799,80.486132,true
BILD,BILDI,BILDI,Unknown,Unknown,23.2255232,74.91853870000001,true
BIM,BILIMORA JN,Bilimora,Gujarat,WR,20.763319,72.970474,true
BINA,BINA JN,BINA JN,Unknown,Unknown,24.170973500000002,78.1831998,true
BIO,BORDI,BORDI,Unknown,Unknown,22.8664871,74.3470986,true
BIP,BAHILPURWA,National Highway 76,Uttar Pradesh,NCR,25.137088000000002,80.998599,true
BIQ,BANSI PAHARPUR,Rupbas,Rajasthan,NCR,26.93277,77.457241,true
BIRD,BHIWANDI ROAD,Bhiwandi,Maharashtra,CR,19.268544000000002,73.045654,true
BIRP,BIRARAJPUR,BIRARAJPUR,Unknown,Unknown,22.8235001,86.06450201000001,true
BIS,BISWA BRIDGE,BISWA BRIDGE,Unknown,Unknown,20.885157149999998,76.33919345,true
BIY,BARDOLI,BARDOLI,Unknown,Unknown,21.1342405,73.1058944,true
BIZ,BAIHATA,BAIHATA,Unknown,Unknown,26.343713,91.684343,true
BJA,BIJROTHA,BIJROTHA,Unknown,Unknown,24.9469398,78.4216048,true
BJD,BAREJADI,BAREJADI,Unknown,Unknown,22.895426699999998,72.6778863,true
BJE,Bhojudih Junction,Jairampur More to Baliapur,Jharkhand,SER,23.642174999999998,86.4469993,true
BJF,BIJNI,BIJNI,Unknown,Unknown,26.497967,90.70782700000001,true
BJG,BAJRANGARH,BAJRANGARH,Unknown,Unknown,23.042607,74.69499300000001,true
BJI,BIJAULI,BIJAULI,Unknown,Unknown,25.3764678,78.51774610000001,true
BJP,BIJAPUR,Bijapur,Karnataka,SWR,16.8310603,75.7400012,true
BJQ,BAGHORA,BAGHORA,Unknown,Unknown,24.1358767,78.2603362,true
BJR,BARRAJPUR,BARRAJPUR,Unknown,Unknown,26.685165899999998,80.13867760000001,true
BJU,BARAUNI JN,BARAUNI JN,Unknown,Unknown,25.461768000000003,85.988748,true
BJUD,BAJUD,State Highway 31,Gujarat,WR,21.736131,71.82792500000001,true
BJW,BAJVA,BAJVA,Unknown,Unknown,22.3662226,73.1431251,true
BKA,BARKHERA,BARKHERA,Unknown,Unknown,22.917359,77.649646,true
BKC,BHIKAMKOR,Jodhpur,Rajasthan,NWR,26.80763,72.78720299999999,true
BKCA,BOKARO STEEL CITY A CABIN,BOKARO STEEL CITY A CABIN,Unknown,Unknown,23.649514,86.08772599999999,true
BKDR,BEGUN KUDAR,BEGUN KUDAR,Unknown,Unknown,23.383687,86.01258700000001,true
BKG,BANKA GHAT,BANKA GHAT,Unknown,Unknown,25.547008,85.27274200000001,true
BKH,BANKHEDI,Bankheri,Madhya Pradesh,WCR,22.7748819,78.5379969,true
BKHR,BAKHRI,BAKHRI,Unknown,Unknown,25.4998407393,87.3353004456,true
BKI,BANDIKUI JN,BANDIKUI JN,Unknown,Unknown,27.039271,76.56672300000001,true
BKJ,BARKUR,Udupi,Karnataka,KR,13.477458799999999,74.75968040000001,true
BKKI,BAKARKUDI,BAKARKUDI,Unknown,Unknown,23.095049,85.970936,true
BKKS,BAKAS,BAKAS,Unknown,Unknown,26.776082000000002,81.051489,true
BKL,BONA KALU,Bonakalu,Andhra Pradesh,SCR,17.031591000000002,80.261499,true
BKLA,BAKULHA,BAKULHA,Unknown,Unknown,25.797877,84.543411,true
BKLE,BAKUDI,BAKUDI,Unknown,Unknown,24.9345107267,87.7749068933,true
BKN,BIKANER JN,BIKANER JN,Unknown,Unknown,28.014139,73.31659800000001,true
BKO,BINDKI ROAD,BINDKI ROAD,Unknown,Unknown,26.116562000000002,80.580557,true
BKP,BAKHTIYARPUR JN,BAKHTIYARPUR JN,Unknown,Unknown,25.456110000000002,85.52956400000001,true
BKPR,BAKASPUR,BAKASPUR,Unknown,Unknown,22.9810196446,84.9537296552,true
BKRD,BHALUKA ROAD F,BHALUKA ROAD F,Unknown,Unknown,25.3425716,87.9121276,true
BKRL,BAKROL,BAKROL,Unknown,Unknown,22.5881026822,73.4192042773,true
BKSA,BAKHSHA,BAKHSHA,Unknown,Unknown,25.78236,82.57318000000001,true
BKSC,BOKARO STEEL CITY,BOKARO STEEL CITY,Unknown,Unknown,23.656551,86.08501600000001,true
BKSL,BIKRAM SHILA,BIKRAM SHILA,Unknown,Unknown,25.30004436,87.3002182,true
BKSN,BKSC NORTH CABIN,BKSC NORTH CABIN,Unknown,Unknown,23.671356,86.078541,true
BKTH,BAIKUNTH,BAIKUNTH,Unknown,Unknown,21.4976724,81.7800294,true
BL,VALSAD,Valsad,Gujarat,WR,20.6085595,72.9335291,true
BLA,BAJALTA,Khana Chorgol,Jammu and Kashmir,NR,32.762368,74.953339,true
BLAE,BALARAMBATI,BALARAMBATI,Unknown,Unknown,22.8068127,88.21216842,true
BLCA,BLOCK HUT BEAS,BLOCK HUT BEAS,Unknown,Unknown,32.101414,75.61447700000001,true
BLD,BHILAD,Bhilad,Gujarat,WR,20.275323200000003,72.887446,true
BLDA,BELDA,BELDA,Unknown,Unknown,22.07144398,87.33691374,true
BLDI,BHILDI,Bhildi,Gujarat,WR,24.194251,72.008187,true
BLDK,Balauda Takun,State Highway 27,Madhya Pradesh,WR,22.877384,75.755456,true
BLG,BILHAR GHAT,BILHAR GHAT,Unknown,Unknown,26.6813068,82.2689979,true
BLGR,BALANGIR,BALANGIR,Unknown,Unknown,20.688591,83.494207,true
BLH,BELGHARIA,BELGHARIA,Unknown,Unknown,22.661900000000003,88.389455,true
BLHR,BALAHAPUR HALT,BALAHAPUR HALT,Unknown,Unknown,25.1202705418,86.14781537840001,true
BLK,BELAKOBA,BELAKOBA,Unknown,Unknown,26.591441,88.583312,true
BLKR,BALLEKERE HALT,National Highway 206,Karnataka,SWR,13.502322000000001,76.023514,true
BLLI,BALLI,Bali,Goa,KR,15.151725800000001,74.0209756,true
BLM,BALAMU JN,BALAMU JN,Unknown,Unknown,27.167362999999998,80.352497,true
BLME,BHOLLDIH,BHOLLDIH,Unknown,Unknown,23.898444,86.116898,true
BLNG,BARLANGA,BARLANGA,Unknown,Unknown,23.449913,85.833473,true
BLNI,BHALWANI,BHALWANI,Unknown,Unknown,18.212962,75.199289,true
BLNR,BIRLANAGAR,BIRLANAGAR,Unknown,Unknown,26.237555,78.1953108,true
BLPU,BILPUR,BILPUR,Unknown,Unknown,28.083668,79.62578099999999,true
BLQR,BILASPUR ROAD,Rampur,Uttar Pradesh,NER,28.865600999999998,79.254263,true
BLR,BALGANUR,Gadag,Karnataka,SWR,15.59262851,75.60251865000001,true
BLRD,BALA ROAD,State Highway 19,Gujarat,WR,22.80462,71.703754,true
BLRG,BALASIRING,BALASIRING,Unknown,Unknown,23.2691273563,85.2812029169,true
BLS,BALASORE,BALASORE,Unknown,Unknown,21.500521,86.91958199999999,true
BLSN,BELSONDA,BELSONDA,Unknown,Unknown,21.155027,82.03562500000001,true
BLU,BILHAUR,BILHAUR,Unknown,Unknown,26.839002,80.060383,true
BLW,BALAWALI,BALAWALI,Unknown,Unknown,29.6274345,78.1124328,true
BLWR,BILESHWAR,Rajkot,Gujarat,WR,22.382129,70.830427,true
BLY,BALLY,BALLY,Unknown,Unknown,22.6552655812,88.3406065536,true
BLYG,BALLY GHAT,BALLY GHAT,Unknown,Unknown,22.652173,88.347431,true
BLYH,BALIHALT,BALIHALT,Unknown,Unknown,22.652604,88.33860800000001,true
BLZ,BUDHLADA,Budhlada,Punjab,NR,29.9217422,75.5496866,true
BM,BODMA,BODMA,Unknown,Unknown,23.897286,86.852624,true
BMA,BAGMAR,East Nimar,Madhya Pradesh,CR,21.7371288607,76.3616019397,true
BMAE,BELMURI,BELMURI,Unknown,Unknown,22.93272742,88.15233111,true
BMB,BAMRA,BAMRA,Unknown,Unknown,22.051355,84.291044,true
BMD,BHIMADOLU,BHIMADOLU,Unknown,Unknown,16.80848173,81.26109679,true
BMGM,BRAHMANAGUDEM,BRAHMANAGUDEM,Unknown,Unknown,16.930258209999998,81.67527695,true
BMGN,BAMUNI GAON,BAMUNI GAON,Unknown,Unknown,26.01201,91.282876,true
BMHR,BAMANHERI,Muzaffarnagar,Uttar Pradesh,NR,29.514761999999997,77.70639,true
BMI,BAMNIA,BAMNIA,Unknown,Unknown,23.0957635,74.7590158,true
BMKD,BELLAMKONDA,BELLAMKONDA,Unknown,Unknown,16.46998,80.006313,true
BMKI,BAPUDHAM MOTIHARI,Motihari,Bihar,ECR,26.655732999999998,84.90529000000001,true
BMKJ,BHIMKHOJ,BHIMKHOJ,Unknown,Unknown,21.080325,82.289327,true
BMM,BHASKARPARA,BHASKARPARA,Unknown,Unknown,22.988208,71.90540899999999,true
BMN,BHIMANA,Abu Road,Rajasthan,NWR,24.595571,72.886302,true
BMR,BIKRAMPUR,Balaghat,Madhya Pradesh,WCR,23.082226,79.586316,true
BMSB,BHIMASAR BG,BHIMASAR BG,Unknown,Unknown,23.186504,70.174975,true
BMT,BEGAMPET,BEGAMPET,Unknown,Unknown,17.4388739,78.4586266,true
BMU,BAMHRAULI,BAMHRAULI,Unknown,Unknown,25.44494,81.741641,true
BN,BIBINAGAR,BIBINAGAR,Unknown,Unknown,17.470511,78.794355,true
BNAR,BINAUR,BINAUR,Unknown,Unknown,26.402727,80.178721,true
BNB,BANSTOLA,BANSTOLA,Unknown,Unknown,22.420974052600002,87.062669671,true
BNBH,BANI BIHAR,BANI BIHAR,Unknown,Unknown,20.292611,85.852653,true
BNBR,BAHANAGA BAZAR,BAHANAGA BAZAR,Unknown,Unknown,21.33613403,86.76172839,true
BNC,BANGALORE CANT,Bengaluru,Karnataka,SWR,12.9936735,77.59932690000001,true
BNCE,BANGALORE EAST,Bengaluru,Karnataka,SWR,13.001479999999999,77.6184701,true
BNCR,BANCHARI,BANCHARI,Unknown,Unknown,27.953084999999998,77.362553,true
BND,BHANDUP,BHANDUP,Unknown,Unknown,19.14200998,72.93723505,true
BNDA,BANDA JN,Banda(05192-224813),Uttar Pradesh,NCR,25.477677,80.336246,true
BNDM,BONDAMUNDA,BONDAMUNDA,Unknown,Unknown,22.2355174,84.92505809999999,true
BNDN,BHANDANA,BHANDANA,Unknown,Unknown,26.878914,76.25247399999999,true
BNE,BOHANI,Narsinghpur,Madhya Pradesh,WCR,22.9137476381,78.9159773981,true
BNF,BANDHUA,BANDHUA,Unknown,Unknown,24.75197374,85.06620037,true
BNG,Barnagar,Barnagar,Madhya Pradesh,WR,23.0304117,75.6111208,true
BNGL,BHANGALA,National Highway 1A,Punjab,NR,32.0195148161,75.61231335209999,true
BNGN,BONGAIGAON,BONGAIGAON,Unknown,Unknown,26.478293,90.560548,true
BNGO,BINGAON,BINGAON,Unknown,Unknown,23.1666884029,85.1658139636,true
BNGY,BAHMAN JYOTIA,BAHMAN JYOTIA,Unknown,Unknown,26.9662637829,82.4273550012,true
BNH,BHIMNATH,Bhimnath,Gujarat,WR,22.245963,71.92503,true
BNI,BUDNI,BUDNI,Unknown,Unknown,22.7871143,77.6812826,true
BNK,BANASANKARAI HA,National Highway 206,Karnataka,SWR,13.2656079329,76.5230602795,true
BNKH,BHAIRANAYAKANAH,State Highway 74,Karnataka,SWR,13.194258,77.38339300000001,true
BNLW,BANSTHALI NIWAI,BANSTHALI NIWAI,Unknown,Unknown,26.383927808699998,75.93511006349999,true
BNM,BARAGAON,BARAGAON,Unknown,Unknown,26.755374103399998,81.8470278857,true
BNO,BANAR,BANAR,Unknown,Unknown,26.33951,73.146431,true
BNQ,BANARHAT,National Highway 31C,West Bengal,NFR,26.797885,89.025682,true
BNR,BHAGWANPUR,BHAGWANPUR,Unknown,Unknown,25.858316719999998,85.30109021000001,true
BNRD,BALANGIR ROAD,BALANGIR ROAD,Unknown,Unknown,20.715094,83.498557,true
BNS,BANAS,Sirohi Road,Rajasthan,NWR,24.7131638,72.98872560000001,true
BNSL,BANSINALA HALT,BANSINALA HALT,Unknown,Unknown,24.66529241,85.16182409000001,true
BNSP,BANSAPAHAR,Uttar Pradesh,Uttar Pradesh,WCR,25.055505,81.050022,true
BNT,BHARTHANA,BHARTHANA,Unknown,Unknown,26.7502248,79.2163612,true
BNV,BINNAGURI,National Highway 31C,West Bengal,NFR,26.747088299999998,89.05239089999999,true
BNVD,BHANVAD,Bhanvad,Gujarat,WR,21.9330444,69.79885780000001,true
BNXR,BIDHAN NAGAR,BIDHAN NAGAR,Unknown,Unknown,22.592432,88.391045,true
BOBS,BOBAS,BOBAS,Unknown,Unknown,26.9056364,75.4980458,true
BOD,BANGROD,BANGROD,Unknown,Unknown,23.3982156,75.1241457,true
BOE,BARSOI JN,BARSOI JN,Unknown,Unknown,25.651242200000002,87.9229421,true
BOG,BHAIRONGARH,BHAIRONGARH,Unknown,Unknown,23.1449211037,74.7760641077,true
BOI,BAINCHI,BAINCHI,Unknown,Unknown,23.1191243,88.196286,true
BOJ,BHOJO,Bhojo Railway Station,Assam,NFR,27.0635982,95.03240600000001,true
BOK,BORKHEDI,BORKHEDI,Unknown,Unknown,20.860176040000002,78.97444766000001,true
BOKE,BHOKE,Maharashtra,Maharashtra,KR,17.0490546,73.3810615,true
BOKO,BOKO,National Highway 37,Assam,NFR,25.999791,91.219674,true
BOM,BOMADRA,Pali Marwar,Rajasthan,NWR,25.78029392,73.43942509,true
BONA,BOINDA,BOINDA,Unknown,Unknown,20.9200366,84.74820639999999,true
BOP,BHOGPUR,BHOGPUR,Unknown,Unknown,22.401522,87.809079,true
BOR,BOISAR,Boisar,Maharashtra,WR,19.7985273,72.76189900000001,true
BOT,BOROTI,BOROTI,Unknown,Unknown,17.395018500000003,76.2535626,true
BOY,BHADOHI,BHADOHI,Unknown,Unknown,25.3952636,82.5583597,true
BP,BARRACKPORE,BARRACKPORE,Unknown,Unknown,22.7610653,88.371428,true
BPA,BELAMPALLI,BELAMPALLI,Unknown,Unknown,19.053689199999997,79.4863374,true
BPAE,BEGUMPUR,BEGUMPUR,Unknown,Unknown,22.737627,88.255644,true
BPE,BENAPUR,BENAPUR,Unknown,Unknown,22.271352309999997,87.37624084000001,true
BPF,BANAPURA,Seoni Malwa,Madhya Pradesh,WCR,22.4703575471,77.4807316095,true
BPH,BELPAHAR,BELPAHAR,Unknown,Unknown,21.827212300000003,83.84907630000001,true
BPHB,BHILAI POWER HOUSE,BHILAI POWER HOUSE,Unknown,Unknown,21.208119,81.375901,true
BPK,BHUGAON,BHUGAON,Unknown,Unknown,20.6738192,78.6700027,true
BPL,BHOPAL JN,BHOPAL JN,Unknown,Unknown,23.266884384300003,77.4131428577,true
BPP,BAPATLA,BAPATLA,Unknown,Unknown,15.9086144,80.46842480000001,true
BPQ,BALHARSHAH,BALHARSHAH,Unknown,Unknown,19.8490173,79.3485858,true
BPRD,BARPETA ROAD,BARPETA ROAD,Unknown,Unknown,26.5028473,90.9639649,true
BPRS,BHOGPUR SIRWAL,Bhogpur,Punjab,NR,31.556593699999997,75.6452234,true
BPS,BANPAS,BANPAS,Unknown,Unknown,23.40073073,87.74725106999999,true
BPU,BHAUPUR,BHAUPUR,Unknown,Unknown,26.46811536,80.12429014,true
BPW,BURHPURA,BURHPURA,Unknown,Unknown,25.211179,78.42955,true
BPY,BADAMPUDI,BADAMPUDI,Unknown,Unknown,16.828104,81.473751,true
BPZA,BHARATHAPUZHA H,BHARATHAPUZHA H,Unknown,Unknown,10.758913999999999,76.290829,true
BQA,BANKURA,Bankura,West Bengal,SER,23.224387099999998,87.07468750000001,true
BQF,BARAHMUAFI,Uttar Pradesh,Uttar Pradesh,WCR,25.039892,81.009932,true
BQI,BOMMIDI,BOMMIDI,Unknown,Unknown,11.984698435,78.2462805359,true
BQN,BAGRI NAGAR,Marwar,Rajasthan,NWR,25.895725000000002,73.787801,true
BQR,BHILAI NAGAR,BHILAI NAGAR,Unknown,Unknown,21.2013382,81.33434510000001,true
BQT,BAKTAR NAGAR,BAKTAR NAGAR,Unknown,Unknown,23.589945,87.15689900000001,true
BQU,Bhattiprolu,Bhattiprolu,Andhra Pradesh,SCR,16.105632000000004,80.787953,true
BQW,BARAKALAN,BARAKALAN,Unknown,Unknown,25.4915162541,83.8494928638,true
BQY,BELERHAT,State Highway 6,West Bengal,ER,23.51930706,88.28291748000001,true
BQZ,BALLALPUR,Farakka,West Bengal,ER,24.747459000000003,87.91224299999999,true
BR,BANDH BARETA,Dumariya,Rajasthan,NCR,26.910367,77.364108,true
BRAG,BARANG,BARANG,Unknown,Unknown,20.400699,85.832573,true
BRAM,BALARAMAPURAM,Balaramapuram,Kerala,SR,8.430107451,77.05132087999999,true
BRB,BORIBIAL,BORIBIAL,Unknown,Unknown,18.4077648636,74.6488080432,true
BRBD,BORABANDA,BORABANDA,Unknown,Unknown,17.45922612,78.40786013,true
